timestamp,asset,close,high,low,volume
2025-05-21T18:37:13.636844,AAPL,178.5,178.7399761324492,176.17717199583643,14383257
2025-05-21T20:37:13.636844,AAPL,181.21793315850607,183.3466682754174,178.97813454567304,18194360
2025-05-21T22:37:13.636844,AAPL,179.71222643150898,181.8108016185373,177.41091456815735,16070403
2025-05-22T00:37:13.636844,AAPL,177.08845342981613,177.4443999380774,176.74790843065526,28498399
2025-05-22T02:37:13.636844,AAPL,173.6757614637987,176.815729969964,170.68888067294932,29900561
2025-05-22T04:37:13.636844,AAPL,174.49437700351697,175.50434121523332,173.88237165116738,12962708
2025-05-22T06:37:13.636844,AAPL,176.4830287246441,180.00879022503523,173.23787673431116,19688176
2025-05-22T08:37:13.636844,AAPL,177.9212787699342,179.74894242241177,177.48571036032897,19870497
2025-05-22T10:37:13.636844,AAPL,178.12057345912862,181.1517414715198,175.8457970241992,16618979
2025-05-22T12:37:13.636844,AAPL,179.23857688838203,179.85525076162213,176.27358330713966,11806471
2025-05-22T14:37:13.636844,AAPL,179.54966176307974,180.69234071878574,176.7277600735358,7300263
2025-05-22T16:37:13.636844,AAPL,178.95594086996073,180.9936561708175,177.76295440878445,14646328
2025-05-22T18:37:13.636844,AAPL,177.7912236336677,180.1385606842499,175.53737977756313,10370261
2025-05-22T20:37:13.636844,AAPL,178.44003544275225,179.8994595362481,176.86403507813506,19016853
2025-05-22T22:37:13.636844,AAPL,178.20273193878168,179.23541099924623,177.78052724032338,12164661
2025-05-23T00:37:13.636844,AAPL,178.6332360490929,181.1646098043423,176.52103204246114,15698927
2025-05-23T02:37:13.636844,AAPL,186.0132342252351,187.1918461199532,185.89446531297943,61576733
2025-05-23T04:37:13.636844,AAPL,187.91251627842917,189.85317397826265,185.24802910357286,20270052
2025-05-23T06:37:13.636844,AAPL,187.35392469138182,188.91923611920072,185.30353164034463,14652243
2025-05-23T08:37:13.636844,AAPL,186.39331722881047,187.68673016654512,183.22066497511193,8302868
2025-05-23T10:37:13.636844,AAPL,189.32625110216458,190.632619347533,186.46455049170368,29088537
2025-05-23T12:37:13.636844,AAPL,190.40353090636745,193.3939871971554,188.452566424857,8317363
2025-05-23T14:37:13.636844,AAPL,193.684660404896,193.79376642356178,193.66752199800675,24394731
2025-05-23T16:37:13.636844,AAPL,195.07192278076843,197.5666464170736,192.07075208424362,16220237
2025-05-23T18:37:13.636844,AAPL,203.24024292574433,204.66048049614395,202.282525158068,64343542
2025-05-23T20:37:13.636844,AAPL,203.76454517917642,204.57555901005114,201.6376180550935,9732414
2025-05-23T22:37:13.636844,AAPL,201.65798458959443,204.68971961414283,197.67536623861588,10483259
2025-05-24T00:37:13.636844,AAPL,201.0345600058595,203.23334067299083,198.80401112480928,8141908
2025-05-24T02:37:13.636844,AAPL,205.6396846777229,208.2994412989532,202.2250723018835,30450210
2025-05-24T04:37:13.636844,AAPL,207.42241145918098,210.27140857807274,206.11345591394672,20422315
2025-05-24T06:37:13.636844,AAPL,207.73214508557078,209.0836372260789,205.3897666659013,16902662
2025-05-24T08:37:13.636844,AAPL,204.02590152958805,205.466963197328,200.85369904439364,17515493
2025-05-24T10:37:13.636844,AAPL,199.71446086367624,201.2298029157842,195.79753782170283,29873503
2025-05-24T12:37:13.636844,AAPL,194.24576537303153,194.82538693577368,190.83191233759413,28319935
2025-05-24T14:37:13.636844,AAPL,190.19004208643062,191.46283101509354,187.45356995897293,24861985
2025-05-24T16:37:13.636844,AAPL,190.17076858171558,193.29998416350475,187.57450403980022,12993009
2025-05-24T18:37:13.636844,AAPL,189.73297684243718,192.86828841451657,188.53104409840572,14915364
2025-05-24T20:37:13.636844,AAPL,192.46296433145196,192.7117498211354,190.77615913961856,25052376
2025-05-24T22:37:13.636844,AAPL,196.16507962234454,199.6317846304812,194.0122737515882,37266746
2025-05-25T00:37:13.636844,AAPL,198.51055928995723,201.94593155105218,196.70082419671303,26037634
2025-05-25T02:37:13.636844,AAPL,198.43652532578136,198.70921378852546,197.97056298100233,11577444
2025-05-25T04:37:13.636844,AAPL,201.20696485458876,203.08659189620508,200.7791876872852,33392571
2025-05-25T06:37:13.636844,AAPL,204.21811576805536,205.51300072216472,200.30467276729428,16506034
2025-05-25T08:37:13.636844,AAPL,202.50378997781075,204.65747963882467,199.93763303604143,20128191
2025-05-25T10:37:13.636844,AAPL,203.44927457006676,203.5542914558504,203.0543059852769,7544526
2025-05-25T12:37:13.636844,AAPL,200.32759970411402,202.05101846744404,197.4376507378231,25226855
2025-05-25T14:37:13.636844,AAPL,195.40802396492398,196.30293699897314,193.36797454087932,22427545
2025-05-25T16:37:13.636844,AAPL,197.3819682967586,199.13914150109542,197.11341703578745,25951977
2025-05-25T18:37:13.636844,AAPL,193.31676838829134,195.6881629470291,189.78060762287956,29830617
2025-05-25T20:37:13.636844,AAPL,194.29183220119498,196.0618182897858,193.82407083779052,20001148
2025-05-25T22:37:13.636844,AAPL,191.36186710122476,194.46817072682947,190.16260838764202,33805676
2025-05-26T00:37:13.636844,AAPL,186.0291848692076,189.38078630132026,182.3518901733578,20216341
2025-05-26T02:37:13.636844,AAPL,187.21763931582547,188.52827757606534,186.46528247293486,16211903
2025-05-26T04:37:13.636844,AAPL,194.17994800199156,194.2377507012793,190.61836523644612,34808501
2025-05-26T06:37:13.636844,AAPL,188.05631681331172,188.9005689065421,187.84361687323022,46753731
2025-05-26T08:37:13.636844,AAPL,192.26473454781828,194.50311409037678,189.14862451650976,17283522
2025-05-26T10:37:13.636844,AAPL,189.39040214152192,191.1329807559708,186.22942963528527,18997368
2025-05-26T12:37:13.636844,AAPL,185.20995965808382,186.38811976187017,182.3736278867234,41712077
2025-05-26T14:37:13.636844,AAPL,182.08981046152167,182.26944563882375,181.21742662594087,18101160
2025-05-26T16:37:13.636844,AAPL,182.77479360107603,185.488898338115,182.71370384423233,19269500
2025-05-26T18:37:13.636844,AAPL,182.16777800279306,185.66248309569866,180.3490602735712,11698491
